PROJNUM,Goal,OtherGoal,cfsSpecified
20140047,increase native plant species composition,,
20140048,other,Reduce noxious weed population - Squarrose knapweed,
20140049,other,Reduce noxious weed population - Plumeless thistle,
20140050,other,Reduce noxious weed population - Whitetop,
20140051,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140051,increase native plant species composition,,
20140052,decrease erosion/stream sedimentation,,
20140052,increase/improve water conservation,,
20140052,increase/improve water quality,,
20140053,improve/increase fish passage,,
20140053,increase net area of wetland,,
20140053,increase native plant species composition,,
20140053,increase/improve aquatic habitat,,
20140054,increase native plant species composition,,
20140054,other,Eradicate state listed noxious weed,
20140055,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140055,"increase upslope stability (soil, road)",,
20140055,increase native plant species composition,,
20140056,increase native plant species composition,,
20140057,increase native plant species composition,,
20140057,other,"decrease non-native, invasive plant composition",
20140058,other,improve control of field bindweed,
20140059,decrease run-off contaminant input,,
20140059,"increase upslope stability (soil, road)",,
20140059,increase/improve water quality,,
20140060,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140060,increase native plant species composition,,
20140060,education,,
20140061,decrease run-off contaminant input,,
20140061,decrease groundwater contaminant,,
20140062,decrease erosion/stream sedimentation,,
20140062,increase water to stream during low flows,,
20140063,decrease erosion/stream sedimentation,,
20140063,decrease run-off contaminant input,,
20140063,increase native plant species composition,,
20140064,decrease erosion/stream sedimentation,,
20140064,increase native plant species composition,,
20140065,decrease erosion/stream sedimentation,,
20140065,increase/improve water conservation,,
20140065,decrease groundwater contaminant,,
20140065,increase/improve water quality,,
20140066,decrease erosion/stream sedimentation,,
20140066,decrease run-off contaminant input,,
20140066,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140066,increase native plant species composition,,
20140067,decrease run-off contaminant input,,
20140067,increase native plant species composition,,
20140067,other,Remove Invasive and noxious weeds,
20140068,improve/increase stream structure & complexity,,
20140068,improve/increase stream interaction with floodplain,,
20140068,improve/increase stream summer habitat,,
20140068,improve/increase stream cool water habitat,,
20140068,improve/increase stream slow water habitat,,
20140068,improve/increase stream refuge cover,,
20140068,increase future LWD recruitment to stream,,
20140068,increase future stream shading/increase vegetation to provide shade,,
20140068,decrease erosion/stream sedimentation,,
20140068,decrease stream temperature,,
20140068,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140068,decrease livestock access to stream,,
20140068,increase native plant species composition,,
20140068,education,,
20140068,increase vegetation to filter runoff,,
20140068,increase/improve aquatic habitat,,
20140069,decrease run-off contaminant input,,
20140069,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140070,increase future stream shading/increase vegetation to provide shade,,
20140070,increase streambank stabilization/protection,,
20140070,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140070,increase native plant species composition,,
20140071,increase future stream shading/increase vegetation to provide shade,,
20140071,increase streambank stabilization/protection,,
20140071,decrease erosion/stream sedimentation,,
20140071,decrease livestock access to stream,,
20140071,increase native plant species composition,,
20140071,increase/improve water quality,,
20140072,decrease erosion/stream sedimentation,,
20140072,decrease run-off contaminant input,,
20140072,increase upland water storage capacity,,
20140072,decrease groundwater contaminant,,
20140072,increase/improve water quality,,
20140073,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140073,increase/improve water conservation,,
20140074,improve/increase fish passage,,
20140075,improve/increase stream structure & complexity,,
20140075,improve/increase stream rearing habitat,,
20140075,improve/increase stream pools,,
20140075,improve/increase stream over-winter habitat,,
20140075,improve/increase stream summer habitat,,
20140076,improve/increase stream gravel recruitment,,
20140076,improve/increase stream rearing habitat,,
20140077,improve/increase stream gravel recruitment,,
20140077,improve/increase stream rearing habitat,,
20140078,improve/increase stream gravel recruitment,,
20140078,improve/increase stream rearing habitat,,
20140078,increase streambank stabilization/protection,,
20140079,improve/increase stream cool water habitat,,
20140079,increase future stream shading/increase vegetation to provide shade,,
20140079,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140079,increase native plant species composition,,
20140079,education,,
20140079,increase vegetation to filter runoff,,
20140080,decrease erosion/stream sedimentation,,
20140080,decrease livestock access to stream,,
20140080,decrease washout/diversion potential at stream crossings,,
20140080,increase/improve water quality,,
20140081,decrease run-off contaminant input,,
20140081,increase/improve water conservation,,
20140081,increase/improve water quality,,
20140082,decrease erosion/stream sedimentation,,
20140082,decrease run-off contaminant input,,
20140082,increase/improve water conservation,,
20140082,other,improve landowner's irrigation water management practices.,
20140083,decrease erosion/stream sedimentation,,
20140083,decrease run-off contaminant input,,
20140083,increase road/upslope drainage,,
20140083,increase/improve water quality,,
20140084,decrease erosion/stream sedimentation,,
20140084,increase road/upslope drainage,,
20140084,decrease road density,,
20140084,increase/improve water quality,,
20140085,decrease erosion/stream sedimentation,,
20140085,"increase upslope stability (soil, road)",,
20140085,increase road/upslope drainage,,
20140085,decrease washout/diversion potential at stream crossings,,
20140085,increase/improve water quality,,
20140086,decrease erosion/stream sedimentation,,
20140086,"increase upslope stability (soil, road)",,
20140086,increase road/upslope drainage,,
20140086,decrease washout/diversion potential at stream crossings,,
20140086,increase/improve water quality,,
20140087,improve/increase fish passage,,
20140087,increase streambank stabilization/protection,,
20140087,decrease erosion/stream sedimentation,,
20140087,increase road/upslope drainage,,
20140087,increase/improve water quality,,
20140088,decrease erosion/stream sedimentation,,
20140088,"increase upslope stability (soil, road)",,
20140088,increase road/upslope drainage,,
20140088,decrease washout/diversion potential at stream crossings,,
20140088,increase/improve water quality,,
20140089,improve/increase stream structure & complexity,,
20140089,improve/increase stream interaction with floodplain,,
20140089,improve/increase stream gravel recruitment,,
20140089,improve/increase stream spawning habitat,,
20140089,improve/increase stream rearing habitat,,
20140089,improve/increase stream pools,,
20140089,improve/increase stream off-channel habitat,,
20140089,improve/increase stream cool water habitat,,
20140089,improve/increase stream refuge cover,,
20140089,increase future stream shading/increase vegetation to provide shade,,
20140089,decrease erosion/stream sedimentation,,
20140089,decrease stream temperature,,
20140089,decrease livestock access to stream,,
20140089,increase native plant species composition,,
20140089,increase/improve water quality,,
20140089,increase/improve aquatic habitat,,
20140090,decrease erosion/stream sedimentation,,
20140090,decrease run-off contaminant input,,
20140090,increase/improve water conservation,,
20140090,other,improve landowner's irrigation water management practices.,
20140091,improve/increase fish passage,,
20140091,decrease erosion/stream sedimentation,,
20140091,"increase upslope stability (soil, road)",,
20140091,decrease road access,,
20140091,decrease washout/diversion potential at stream crossings,,
20140091,increase/improve water quality,,
20140092,decrease erosion/stream sedimentation,,
20140092,increase upland water storage capacity,,
20140092,increase/improve water conservation,,
20140092,decrease groundwater contaminant,,
20140092,increase/improve water quality,,
20140093,improve/increase stream spawning habitat,,
20140093,decrease erosion/stream sedimentation,,
20140093,decrease run-off contaminant input,,
20140093,decrease stream temperature,,
20140093,increase/improve water quality,,
20140094,improve/increase stream structure & complexity,,
20140094,improve/increase stream summer habitat,,
20140094,improve/increase stream cool water habitat,,
20140094,improve/increase stream refuge cover,,
20140094,increase future LWD recruitment to stream,,
20140094,increase streambank stabilization/protection,,
20140094,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140094,increase native plant species composition,,
20140094,increase/improve water quality,,
20140094,increase/improve aquatic habitat,,
20140095,improve/increase stream structure & complexity,,
20140095,improve/increase stream summer habitat,,
20140095,improve/increase stream cool water habitat,,
20140095,improve/increase stream refuge cover,,
20140095,increase future LWD recruitment to stream,,
20140095,increase streambank stabilization/protection,,
20140095,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140095,increase native plant species composition,,
20140095,increase/improve water quality,,
20140095,increase/improve aquatic habitat,,
20140096,improve/increase stream structure & complexity,,
20140096,improve/increase stream summer habitat,,
20140096,improve/increase stream cool water habitat,,
20140096,improve/increase stream refuge cover,,
20140096,increase future LWD recruitment to stream,,
20140096,increase streambank stabilization/protection,,
20140096,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140096,increase native plant species composition,,
20140096,increase/improve water quality,,
20140096,increase/improve aquatic habitat,,
20140097,improve/increase stream structure & complexity,,
20140097,improve/increase stream summer habitat,,
20140097,improve/increase stream cool water habitat,,
20140097,improve/increase stream refuge cover,,
20140097,increase future LWD recruitment to stream,,
20140097,increase streambank stabilization/protection,,
20140097,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140097,increase native plant species composition,,
20140097,increase/improve water quality,,
20140097,increase/improve aquatic habitat,,
20140098,improve/increase stream structure & complexity,,
20140098,improve/increase stream summer habitat,,
20140098,improve/increase stream cool water habitat,,
20140098,improve/increase stream refuge cover,,
20140098,increase future LWD recruitment to stream,,
20140098,increase streambank stabilization/protection,,
20140098,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140098,increase native plant species composition,,
20140098,increase/improve water quality,,
20140098,increase/improve aquatic habitat,,
20140099,improve/increase stream structure & complexity,,
20140099,improve/increase stream summer habitat,,
20140099,improve/increase stream cool water habitat,,
20140099,improve/increase stream refuge cover,,
20140099,increase future LWD recruitment to stream,,
20140099,increase streambank stabilization/protection,,
20140099,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140099,increase native plant species composition,,
20140099,increase/improve water quality,,
20140099,increase/improve aquatic habitat,,
20140100,improve/increase stream structure & complexity,,
20140100,improve/increase stream summer habitat,,
20140100,improve/increase stream cool water habitat,,
20140100,improve/increase stream refuge cover,,
20140100,increase future LWD recruitment to stream,,
20140100,increase streambank stabilization/protection,,
20140100,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140100,increase native plant species composition,,
20140100,increase/improve water quality,,
20140100,increase/improve aquatic habitat,,
20140101,improve/increase stream structure & complexity,,
20140101,improve/increase stream summer habitat,,
20140101,improve/increase stream cool water habitat,,
20140101,improve/increase stream refuge cover,,
20140101,increase future LWD recruitment to stream,,
20140101,increase streambank stabilization/protection,,
20140101,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140101,increase native plant species composition,,
20140101,increase/improve water quality,,
20140101,increase/improve aquatic habitat,,
20140102,improve/increase fish passage,,
20140103,improve/increase fish passage,,
20140103,increase future stream shading/increase vegetation to provide shade,,
20140103,increase streambank stabilization/protection,,
20140103,increase native plant species composition,,
20140104,improve/increase stream structure & complexity,,
20140104,improve/increase stream gravel recruitment,,
20140104,improve/increase stream spawning habitat,,
20140104,improve/increase stream rearing habitat,,
20140104,improve/increase stream pools,,
20140104,improve/increase stream off-channel habitat,,
20140104,improve/increase stream over-winter habitat,,
20140104,improve/increase stream cool water habitat,,
20140104,improve/increase stream slow water habitat,,
20140104,improve/increase stream refuge cover,,
20140104,increase future LWD recruitment to stream,,
20140104,"increase upslope stability (soil, road)",,
20140104,increase native plant species composition,,
20140105,increase net area of wetland,,
20140105,increase/improve aquatic habitat,,
20140106,decrease run-off contaminant input,,
20140106,decrease livestock access to stream,,
20140106,decrease groundwater contaminant,,
20140107,decrease erosion/stream sedimentation,,
20140107,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140107,"increase upslope stability (soil, road)",,
20140107,decrease livestock access to stream,,
20140107,increase upland water storage capacity,,
20140107,increase/improve groundwater recharge,,
20140107,increase/improve water quality,,
20140108,decrease run-off contaminant input,,
20140108,increase upland water storage capacity,,
20140108,increase/improve water conservation,,
20140108,increase/improve water quality,,
20140109,increase water to stream during low flows,,
20140109,increase/improve water conservation,,
20140109,other,increase/improve irrigation efficiency,
20140110,improve/increase stream interaction with floodplain,,
20140110,improve/increase stream flow,,
20140110,improve/increase fish passage,,
20140110,improve/increase stream spawning habitat,,
20140110,improve/increase stream rearing habitat,,
20140110,improve/increase stream pools,,
20140110,improve/increase stream off-channel habitat,,
20140110,improve/increase stream summer habitat,,
20140110,improve/increase stream cool water habitat,,
20140110,improve/increase stream refuge cover,,
20140110,increase/improve water quality,,
20140111,decrease erosion/stream sedimentation,,
20140111,increase water to stream during low flows,,
20140112,decrease run-off contaminant input,,
20140112,decrease groundwater contaminant,,
20140113,decrease erosion/stream sedimentation,,
20140113,increase native plant species composition,,
20140113,increase vegetation to filter runoff,,
20140114,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140114,increase native plant species composition,,
20140114,increase upland water storage capacity,,
20140115,increase native plant species composition,,
20140115,education,,
20140115,other,Erradicate Non-native Invasives,
20140116,improve/increase stream structure & complexity,,
20140116,improve/increase stream interaction with floodplain,,
20140116,improve/increase stream gravel recruitment,,
20140116,improve/increase stream spawning habitat,,
20140116,improve/increase stream rearing habitat,,
20140116,improve/increase stream pools,,
20140116,improve/increase stream off-channel habitat,,
20140116,improve/increase stream over-winter habitat,,
20140116,improve/increase stream summer habitat,,
20140116,improve/increase stream slow water habitat,,
20140116,improve/increase stream refuge cover,,
20140117,increase streambank stabilization/protection,,
20140117,decrease erosion/stream sedimentation,,
20140117,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140117,increase native plant species composition,,
20140117,increase vegetation to filter runoff,,
20140118,improve/increase stream structure & complexity,,
20140118,improve/increase stream interaction with floodplain,,
20140118,improve/increase fish passage,,
20140118,improve/increase stream rearing habitat,,
20140118,improve/increase stream off-channel habitat,,
20140118,improve/increase stream over-winter habitat,,
20140118,improve/increase stream cool water habitat,,
20140118,improve/increase stream slow water habitat,,
20140118,improve/increase stream refuge cover,,
20140118,increase future LWD recruitment to stream,,
20140118,increase future stream shading/increase vegetation to provide shade,,
20140118,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140118,increase storage capacity of wetland,,
20140118,increase wetland vegetation for flood control,,
20140118,increase net area of wetland,,
20140118,increase native plant species composition,,
20140118,increase/improve water quality,,
20140119,decrease erosion/stream sedimentation,,
20140119,decrease washout/diversion potential at stream crossings,,
20140120,decrease livestock access to stream,,
20140120,increase/improve water quality,,
20140121,improve/increase stream structure & complexity,,
20140121,improve/increase stream spawning habitat,,
20140121,improve/increase stream rearing habitat,,
20140121,improve/increase stream over-winter habitat,,
20140121,improve/increase stream summer habitat,,
20140121,improve/increase stream cool water habitat,,
20140121,improve/increase stream refuge cover,,
20140121,increase future LWD recruitment to stream,,
20140121,increase future stream shading/increase vegetation to provide shade,,
20140121,decrease erosion/stream sedimentation,,
20140121,decrease stream temperature,,
20140121,increase native plant species composition,,
20140121,increase/improve water quality,,
20140121,increase/improve aquatic habitat,,
20140122,improve/increase stream interaction with floodplain,,
20140122,improve/increase fish passage,,
20140122,improve/increase stream spawning habitat,,
20140122,improve/increase stream off-channel habitat,,
20140122,increase future LWD recruitment to stream,,
20140122,decrease erosion/stream sedimentation,,
20140122,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140122,increase/improve water quality,,
20140122,increase/improve aquatic habitat,,
20140123,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140123,increase native plant species composition,,
20140123,other,protect newly planted native plants from elk browsing,
20140124,improve/increase stream cool water habitat,,
20140124,increase future stream shading/increase vegetation to provide shade,,
20140124,decrease erosion/stream sedimentation,,
20140124,decrease stream temperature,,
20140124,increase/improve water quality,,
20140125,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140125,increase upland water storage capacity,,
20140125,increase/improve water quality,,
20140126,improve/increase fish passage,,
20140126,improve/increase stream spawning habitat,,
20140126,improve/increase stream rearing habitat,,
20140126,decrease erosion/stream sedimentation,,
20140126,increase/improve aquatic habitat,,
20140127,improve/increase fish passage,,
20140127,increase future LWD recruitment to stream,,
20140127,increase future stream shading/increase vegetation to provide shade,,
20140127,increase streambank stabilization/protection,,
20140127,decrease erosion/stream sedimentation,,
20140127,decrease stream temperature,,
20140127,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140127,increase native plant species composition,,
20140128,improve/increase fish passage,,
20140129,improve/increase fish passage,,
20140130,provide fish protection (e.g. by screening diversions),,
20140131,provide fish protection (e.g. by screening diversions),,
20140132,provide fish protection (e.g. by screening diversions),,
20140133,provide fish protection (e.g. by screening diversions),,
20140134,provide fish protection (e.g. by screening diversions),,
20140135,provide fish protection (e.g. by screening diversions),,
20140136,provide fish protection (e.g. by screening diversions),,
20140137,provide fish protection (e.g. by screening diversions),,
20140138,provide fish protection (e.g. by screening diversions),,
20140139,provide fish protection (e.g. by screening diversions),,
20140140,provide fish protection (e.g. by screening diversions),,
20140141,provide fish protection (e.g. by screening diversions),,
20140142,provide fish protection (e.g. by screening diversions),,
20140143,provide fish protection (e.g. by screening diversions),,
20140144,provide fish protection (e.g. by screening diversions),,
20140145,provide fish protection (e.g. by screening diversions),,
20140146,provide fish protection (e.g. by screening diversions),,
20140147,provide fish protection (e.g. by screening diversions),,
20140149,provide fish protection (e.g. by screening diversions),,
20140150,provide fish protection (e.g. by screening diversions),,
20140151,provide fish protection (e.g. by screening diversions),,
20140152,provide fish protection (e.g. by screening diversions),,
20140153,provide fish protection (e.g. by screening diversions),,
20140154,provide fish protection (e.g. by screening diversions),,
20140155,provide fish protection (e.g. by screening diversions),,
20140156,provide fish protection (e.g. by screening diversions),,
20140157,provide fish protection (e.g. by screening diversions),,
20140158,provide fish protection (e.g. by screening diversions),,
20140159,decrease erosion/stream sedimentation,,
20140159,increase/improve water quality,,
20140160,improve/increase stream structure & complexity,,
20140160,improve/increase stream interaction with floodplain,,
20140160,improve/increase stream flow,,
20140160,improve/increase stream gravel recruitment,,
20140160,improve/increase fish passage,,
20140160,improve/increase stream spawning habitat,,
20140160,improve/increase stream pools,,
20140160,improve/increase stream over-winter habitat,,
20140160,improve/increase stream cool water habitat,,
20140160,increase future LWD recruitment to stream,,
20140160,increase future stream shading/increase vegetation to provide shade,,
20140160,increase streambank stabilization/protection,,
20140160,"increase nutrient input to stream (e.g. plant material, salmon carcasses)",,
20140160,decrease erosion/stream sedimentation,,
20140160,decrease stream temperature,,
20140160,decrease livestock access to stream,,
20140160,increase native plant species composition,,
20140160,increase/improve water quality,,
20140160,increase/improve aquatic habitat,,
20140161,improve/increase stream interaction with floodplain,,
20140161,improve/increase stream cool water habitat,,
20140161,increase future LWD recruitment to stream,,
20140161,increase future stream shading/increase vegetation to provide shade,,
20140161,increase streambank stabilization/protection,,
20140161,decrease erosion/stream sedimentation,,
20140161,decrease stream temperature,,
20140161,decrease livestock access to stream,,
20140161,increase native plant species composition,,
20140162,improve/increase stream interaction with floodplain,,
20140162,improve/increase stream flow,,
20140162,improve/increase stream gravel recruitment,,
20140162,improve/increase fish passage,,
20140162,improve/increase stream spawning habitat,,
20140162,improve/increase stream rearing habitat,,
20140162,improve/increase stream summer habitat,,
20140162,increase future LWD recruitment to stream,,
20140162,increase future stream shading/increase vegetation to provide shade,,
20140162,decrease erosion/stream sedimentation,,
20140162,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140162,decrease road access,,
20140162,decrease road density,,
20140162,increase native plant species composition,,
20140162,decrease washout/diversion potential at stream crossings,,
20140163,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140163,increase storage capacity of wetland,,
20140163,increase net area of wetland,,
20140163,increase native plant species composition,,
20140164,improve/increase stream flow,,
20140164,improve/increase fish passage,,
20140164,increase water to stream during low flows,,
20140164,increase/improve water quality,,
20140165,improve/increase stream structure & complexity,,
20140165,improve/increase stream spawning habitat,,
20140165,increase future stream shading/increase vegetation to provide shade,,
20140165,decrease erosion/stream sedimentation,,
20140166,increase future stream shading/increase vegetation to provide shade,,
20140166,increase streambank stabilization/protection,,
20140166,decrease erosion/stream sedimentation,,
20140166,decrease stream temperature,,
20140166,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140166,increase/improve groundwater recharge,,
20140167,improve/increase stream structure & complexity,,
20140167,improve/increase stream interaction with floodplain,,
20140167,improve/increase stream summer habitat,,
20140167,improve/increase stream cool water habitat,,
20140167,improve/increase stream slow water habitat,,
20140167,improve/increase stream refuge cover,,
20140167,increase future LWD recruitment to stream,,
20140167,increase future stream shading/increase vegetation to provide shade,,
20140167,decrease erosion/stream sedimentation,,
20140167,decrease stream temperature,,
20140167,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140167,decrease livestock access to stream,,
20140167,increase native plant species composition,,
20140167,education,,
20140167,increase vegetation to filter runoff,,
20140167,increase/improve aquatic habitat,,
20140168,improve/increase stream structure & complexity,,
20140168,improve/increase stream interaction with floodplain,,
20140168,improve/increase stream summer habitat,,
20140168,improve/increase stream cool water habitat,,
20140168,improve/increase stream slow water habitat,,
20140168,improve/increase stream refuge cover,,
20140168,increase future LWD recruitment to stream,,
20140168,increase future stream shading/increase vegetation to provide shade,,
20140168,decrease erosion/stream sedimentation,,
20140168,decrease stream temperature,,
20140168,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140168,decrease livestock access to stream,,
20140168,increase native plant species composition,,
20140168,education,,
20140168,increase vegetation to filter runoff,,
20140168,increase/improve aquatic habitat,,
20140169,improve/increase stream structure & complexity,,
20140169,improve/increase fish passage,,
20140169,improve/increase stream rearing habitat,,
20140169,improve/increase stream off-channel habitat,,
20140169,improve/increase stream cool water habitat,,
20140169,increase future LWD recruitment to stream,,
20140169,increase future stream shading/increase vegetation to provide shade,,
20140169,increase streambank stabilization/protection,,
20140169,decrease erosion/stream sedimentation,,
20140169,decrease run-off contaminant input,,
20140169,decrease stream temperature,,
20140169,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140169,increase wetland connection to adjacent natural area,,
20140169,increase native plant species composition,,
20140169,increase vegetation to filter runoff,,
20140169,increase/improve water quality,,
20140169,increase/improve aquatic habitat,,
20140170,improve/increase stream gravel recruitment,,
20140170,improve/increase stream rearing habitat,,
20140170,increase streambank stabilization/protection,,
20140171,increase future stream shading/increase vegetation to provide shade,,
20140171,decrease erosion/stream sedimentation,,
20140171,decrease stream temperature,,
20140171,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140171,increase native plant species composition,,
20140171,other,decrease highly invasive non native plant species,
20140172,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140172,increase native plant species composition,,
20140172,increase/improve water quality,,
20140173,improve/increase stream flow,,
20140173,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140173,increase native plant species composition,,
20140173,increase vegetation to filter runoff,,
20140173,increase water to stream during low flows,,
20140174,improve/increase stream flow,,
20140174,decrease erosion/stream sedimentation,,
20140174,increase upland water storage capacity,,
20140174,increase water to stream during low flows,,
20140174,increase/improve groundwater recharge,,
20140175,improve/increase fish passage,,
20140175,decrease livestock access to stream,,
20140175,increase vegetation to filter runoff,,
20140176,increase future stream shading/increase vegetation to provide shade,,
20140176,increase streambank stabilization/protection,,
20140176,decrease stream temperature,,
20140176,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140176,"increase upslope stability (soil, road)",,
20140176,decrease livestock access to stream,,
20140176,increase native plant species composition,,
20140176,increase vegetation to filter runoff,,
20140177,improve/increase stream interaction with floodplain,,
20140177,improve/increase stream flow,,
20140177,improve/increase fish passage,,
20140177,improve/increase stream spawning habitat,,
20140177,improve/increase stream rearing habitat,,
20140177,improve/increase stream cool water habitat,,
20140178,decrease erosion/stream sedimentation,,
20140178,"increase upslope stability (soil, road)",,
20140179,improve/increase stream flow,,
20140180,improve/increase stream flow,,
20140181,improve/increase stream flow,,
20140182,improve/increase stream flow,,
20140183,decrease run-off contaminant input,,
20140184,improve/increase stream flow,,
20140184,increase water to stream during low flows,,
20140185,improve/increase stream flow,,
20140185,increase water to stream during low flows,,
20140186,improve/increase stream flow,,
20140186,increase water to stream during low flows,,
20140187,improve/increase stream flow,,
20140187,increase water to stream during low flows,,
20140188,improve/increase stream interaction with floodplain,,
20140188,improve/increase stream flow,,
20140188,improve/increase stream pools,,
20140188,increase streambank stabilization/protection,,
20140188,decrease erosion/stream sedimentation,,
20140188,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140188,increase wetland vegetation for flood control,,
20140188,improve flood/slide repair,,
20140188,increase vegetation to filter runoff,,
20140188,increase/improve groundwater recharge,,
20140189,decrease erosion/stream sedimentation,,
20140189,decrease run-off contaminant input,,
20140189,increase native plant species composition,,
20140189,increase/improve water quality,,
20140190,decrease run-off contaminant input,,
20140190,decrease groundwater contaminant,,
20140190,increase/improve water quality,,
20140191,improve/increase stream structure & complexity,,
20140191,improve/increase stream interaction with floodplain,,
20140191,improve/increase stream gravel recruitment,,
20140191,improve/increase stream spawning habitat,,
20140191,improve/increase stream rearing habitat,,
20140191,improve/increase stream pools,,
20140191,improve/increase stream off-channel habitat,,
20140191,improve/increase stream over-winter habitat,,
20140191,improve/increase stream summer habitat,,
20140191,improve/increase stream cool water habitat,,
20140191,improve/increase stream slow water habitat,,
20140191,improve/increase stream refuge cover,,
20140191,increase future LWD recruitment to stream,,
20140191,decrease stream temperature,,
20140191,education,,
20140192,decrease erosion/stream sedimentation,,
20140193,decrease erosion/stream sedimentation,,
20140193,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140194,decrease erosion/stream sedimentation,,
20140194,"increase upslope stability (soil, road)",,
20140194,increase/improve water quality,,
20140195,decrease erosion/stream sedimentation,,
20140195,decrease run-off contaminant input,,
20140195,decrease livestock access to stream,,
20140195,increase vegetation to filter runoff,,
20140196,improve/increase stream structure & complexity,,
20140196,improve/increase stream interaction with floodplain,,
20140196,improve/increase stream gravel recruitment,,
20140196,improve/increase stream pools,,
20140196,improve/increase stream over-winter habitat,,
20140196,improve/increase stream cool water habitat,,
20140196,improve/increase stream refuge cover,,
20140196,increase future LWD recruitment to stream,,
20140196,increase/improve aquatic habitat,,
20140197,improve/increase stream structure & complexity,,
20140197,improve/increase stream gravel recruitment,,
20140197,improve/increase stream spawning habitat,,
20140197,improve/increase stream rearing habitat,,
20140197,improve/increase stream pools,,
20140197,improve/increase stream over-winter habitat,,
20140197,improve/increase stream slow water habitat,,
20140197,increase future LWD recruitment to stream,,
20140197,increase future stream shading/increase vegetation to provide shade,,
20140198,improve/increase stream structure & complexity,,
20140198,improve/increase stream interaction with floodplain,,
20140198,improve/increase stream gravel recruitment,,
20140198,improve/increase stream spawning habitat,,
20140198,improve/increase stream rearing habitat,,
20140198,improve/increase stream pools,,
20140198,improve/increase stream off-channel habitat,,
20140198,improve/increase stream over-winter habitat,,
20140198,improve/increase stream summer habitat,,
20140198,improve/increase stream slow water habitat,,
20140198,improve/increase stream refuge cover,,
20140198,increase future LWD recruitment to stream,,
20140198,increase/improve aquatic habitat,,
20140199,improve/increase stream structure & complexity,,
20140199,improve/increase stream spawning habitat,,
20140199,increase future LWD recruitment to stream,,
20140199,provide fish protection (e.g. by screening diversions),,
20140200,decrease livestock access to stream,,
20140200,other,improve wildlife habitat by providing water year-round,
20140201,increase future LWD recruitment to stream,,
20140201,increase future stream shading/increase vegetation to provide shade,,
20140202,improve/increase stream off-channel habitat,,
20140202,decrease livestock access to stream,,
20140202,increase/improve water quality,,
20140203,decrease erosion/stream sedimentation,,
20140203,decrease run-off contaminant input,,
20140203,decrease livestock access to stream,,
20140203,increase/improve water quality,,
20140204,increase future stream shading/increase vegetation to provide shade,,
20140204,decrease erosion/stream sedimentation,,
20140204,increase native plant species composition,,
20140205,increase future stream shading/increase vegetation to provide shade,,
20140205,increase streambank stabilization/protection,,
20140205,decrease erosion/stream sedimentation,,
20140205,decrease stream temperature,,
20140205,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140205,"increase upslope stability (soil, road)",,
20140205,increase native plant species composition,,
20140205,education,,
20140205,increase vegetation to filter runoff,,
20140206,improve/increase stream structure & complexity,,
20140206,improve/increase stream pools,,
20140206,decrease erosion/stream sedimentation,,
20140206,decrease livestock access to stream,,
20140207,other,Control State and County listed Noxious Weeds,
20140208,decrease erosion/stream sedimentation,,
20140208,decrease run-off contaminant input,,
20140208,increase/improve water quality,,
20140209,improve/increase stream cool water habitat,,
20140209,increase future stream shading/increase vegetation to provide shade,,
20140209,increase streambank stabilization/protection,,
20140209,decrease stream temperature,,
