PROJNUM,ProjName,BasinActual,SubbasinActual,County,StartYear,CompleteYear
20120483,Sutherlin 4605,Southern Oregon Coastal,Umpqua,Douglas,2011,2012
20120484,Harness Line,Willamette,Coast Fork Willamette,"^Douglas, Lane",2012,2012
20120485,Sutherlin 260,Southern Oregon Coastal,Umpqua,Douglas,2012,2012
20120486,Sutherlin 2930,Southern Oregon Coastal,Umpqua,Douglas,2012,2012
20120487,Harness 2841,Southern Oregon Coastal,Umpqua,Douglas,2012,2012
20120488,Harness Mtn.,Willamette,Coast Fork Willamette,Douglas,2012,2012
20120489,Little River 2600,Willamette,Coast Fork Willamette,Lane,2012,2012
20120490,Coon Creek 2900,Southern Oregon Coastal,Umpqua,Douglas,2012,2012
20120491,Harness 2820 Green Goblin,Southern Oregon Coastal,Umpqua,Douglas,2012,2012
20120492,Jasper 1040 A Martin,Willamette,Coast Fork Willamette,Lane,2012,2012
20120493,Jasper 1040,Willamette,Coast Fork Willamette,Lane,2012,2012
20120494,Little River 2700,Willamette,Coast Fork Willamette,Lane,2012,2012
20120495,Coon Creek 2900 Log Fill #14,Southern Oregon Coastal,Umpqua,Douglas,2012,2012
20120496,Scabby Hollow Juniper Treatment II,Deschutes River Basin,Trout,Jefferson,2012,2013
20120497,Middle Fork Willamette Watershed Council False Brome Treatment and Restoration Project,Willamette,Middle Fork Willamette,Lane,2009,2012
20120498,Carlton Cr 27,Southern Oregon Coastal,Sixes,"^Coos, Curry",2012,2012
20120499,Siuslaw 100 North,Northern Oregon Coastal,Siuslaw,"^Lane, Lincoln",2012,2012
20120500,Row River 4905,Willamette,Coast Fork Willamette,Lane,2012,2012
20120502,Row River 7240 RW,Willamette,Coast Fork Willamette,Lane,2012,2012
20120503,Row River 4420,Willamette,Coast Fork Willamette,Lane,2012,2012
20120504,Row River 4425,Willamette,Coast Fork Willamette,Lane,2012,2012
20120505,Steves Castle,Willamette,Coast Fork Willamette,Lane,2012,2012
20120506,Dugan Lane,Willamette,Coast Fork Willamette,Lane,2012,2012
20120507,Row River 4600,Willamette,Coast Fork Willamette,Lane,2012,2012
20120508,Row River 5000A,Willamette,Coast Fork Willamette,Lane,2012,2012
20120509,Row River 7215,Willamette,Coast Fork Willamette,Lane,2012,2012
20120510,Row River 7170,Willamette,Coast Fork Willamette,Lane,2012,2012
20120511,Castle Rock 15000,Willamette,Coast Fork Willamette,Lane,2012,2012
20120512,Siuslaw 1248,Northern Oregon Coastal,Siuslaw,Lane,2012,2012
20120513,Christofferson North,Willamette,Upper Willamette,Lane,2012,2012
20120514,Breeden East,Northern Oregon Coastal,Siuslaw,Lane,2012,2012
20120515,North Fork / Bear Creek Riparian,Southern Oregon Coastal,Coquille,Coos,2008,2012
20120516,THOMPSON WATERSEAL,Southern Oregon Coastal,South Umpqua,Douglas,2012,2013
20120517,WILDCAT TRAP,Southern Oregon Coastal,South Umpqua,Douglas,2012,2013
20120518,RICE THOMPSON,Southern Oregon Coastal,South Umpqua,Douglas,2012,2013
20120519,EASY REED,Southern Oregon Coastal,Coquille,Douglas,2012,2013
20120520,HALLIE BERRY,Southern Oregon Coastal,South Umpqua,Douglas,2012,2013
20120521,BOYDS BUCK,Southern Oregon Coastal,South Umpqua,Douglas,2012,2013
20120522,MUMBO JUMBO,Southern Oregon Coastal,Coquille,Douglas,2012,2013
20120523,MUNNY MAKER,Southern Oregon Coastal,Coquille,Douglas,2012,2013
20120524,HERRINGBONE,Southern Oregon Coastal,North Umpqua,Douglas,2012,2013
20120525,UPPER MACE,Southern Oregon Coastal,North Umpqua,Douglas,2012,2013
20120526,MACEES,Southern Oregon Coastal,North Umpqua,Douglas,2012,2013
20120527,COBBLE HEADWATERS,Southern Oregon Coastal,North Umpqua,Douglas,2012,2013
20120528,Goose Hollow,Willamette,Lower Willamette,Multnomah,2012,2012
20120529,Lab Hill,Willamette,Yamhill,Yamhill,2012,2012
20120530,OLCC Riparian Enhancement,Willamette,Lower Willamette,Clackamas,2011,2013
20120531,Symons Juniper Treatment,Deschutes River Basin,Lower Deschutes,Jefferson,2012,2013
20120532,FIRST NOEL #1063,Southern Oregon Coastal,Umpqua,Douglas,2012,2012
20120533,Crooked River Canal Diversion Enhancement,Deschutes River Basin,Lower Crooked,Crook,2012,2013
20120534,LFC 7250,Willamette,Middle Fork Willamette,Lane,2012,2012
20120535,LFC 6800,Willamette,Middle Fork Willamette,Lane,2011,2012
20120536,LFC 6500,Willamette,Middle Fork Willamette,Lane,2011,2012
20120537,BK 1040/1050,Willamette,McKenzie,Lane,2011,2012
20120538,TC 8000A,Willamette,McKenzie,Lane,2011,2012
20120539,TC 11000,Willamette,McKenzie,Lane,2011,2012
20120540,LFC 111,Willamette,Middle Fork Willamette,Lane,2012,2012
20120541,LFC 155,Willamette,McKenzie,Lane,2012,2012
20120542,LFC 821A/840,Willamette,McKenzie,Lane,2012,2012
20120543,LFC 250,Willamette,Middle Fork Willamette,Lane,2012,2012
20120544,LFC 862,Willamette,McKenzie,Lane,2012,2012
20120545,LFC 590A,Willamette,McKenzie,Lane,2012,2012
20120546,Deer Mt. 710,Willamette,Middle Fork Willamette,Lane,2012,2012
20120547,BFC 610,Willamette,Middle Fork Willamette,Lane,2011,2012
20120548,Deer Corner 770,Willamette,Middle Fork Willamette,Lane,2012,2012
20120549,LFC 4000,Willamette,Middle Fork Willamette,Lane,2012,2012
20120550,LFC 6000A,Willamette,Middle Fork Willamette,Lane,2012,2012
20120551,LFC 6900A,Willamette,Middle Fork Willamette,Lane,2012,2012
20120552,LFC 4090,Willamette,Middle Fork Willamette,Lane,2011,2012
20120553,LFC 8000A,Willamette,Middle Fork Willamette,Lane,2012,2012
20120554,LFC 9012,Willamette,Middle Fork Willamette,Lane,2012,2012
20120555,Hills Cr. 100,Willamette,Middle Fork Willamette,Lane,2012,2012
20120556,Callis North,Willamette,Middle Fork Willamette,Lane,2012,2012
20120557,BK 990A,Willamette,Middle Fork Willamette,Lane,2012,2012
20120558,TC 14000,Willamette,McKenzie,Lane,2012,2012
20120559,WOLF BASIN #0593,Southern Oregon Coastal,Umpqua,Douglas,2010,2011
20120560,MEHLS GRILLE #0697,Southern Oregon Coastal,Umpqua,Douglas,2011,2012
20120561,YELLOW HORSE #0757,Southern Oregon Coastal,Umpqua,Douglas,2011,2012
20120562,TOP KNOT #0760,Willamette,Upper Willamette,Lane,2011,2012
20120563,6G #0908,Northern Oregon Coastal,Siuslaw,Lane,2011,2012
20120564,3D VISION #0922,Northern Oregon Coastal,Siuslaw,Lane,2011,2012
20120565,REDEMPTION #0969,Northern Oregon Coastal,Siuslaw,Lane,2011,2012
20120566,8K #0984,Northern Oregon Coastal,Siuslaw,Lane,2011,2012
20120567,LAYNE HWY #0985,Northern Oregon Coastal,Siuslaw,Lane,2011,2012
20120568,BELLY GUN #0994,Southern Oregon Coastal,Umpqua,Lane,2011,2011
20120569,LAST JIMMY SOUTH #7840,Southern Oregon Coastal,Umpqua,Douglas,2011,2011
20120570,3 FAWNS #0637,Northern Oregon Coastal,Siuslaw,Lane,2012,2012
20120571,6G SADDLE #0638,Northern Oregon Coastal,Siuslaw,Lane,2012,2013
20120572,NORTH CREEK #0987,Northern Oregon Coastal,Siuslaw,Lane,2012,2012
20120573,DEVILS JEEP #0996,Southern Oregon Coastal,Umpqua,Douglas,2012,2013
20120574,LITTLE PARADISE NORTH #998,Southern Oregon Coastal,Umpqua,Douglas,2012,2012
20120575,FALL SWITCHBACK #1056,Southern Oregon Coastal,Umpqua,Douglas,2012,2013
20120576,PAIR OF DICE SOUTH #1059,Southern Oregon Coastal,Umpqua,Douglas,2012,2013
20120577,MOORE WHITE MOUNTAIN #1230,Southern Oregon Coastal,Sixes,Curry,2012,2012
20120578,Dowdy Cummings Creek Diversion Dam,John Day,Upper John Day,Grant,2011,2011
20120580,Dads Creek #2 Lower Diversion,John Day,Upper John Day,Grant,2011,2011
20120581,Dads Creek #3 Second Diversion,John Day,Upper John Day,Grant,2011,2011
20120582,Lower East Fork Canyon Creek Diversion,John Day,Upper John Day,Grant,2011,2011
20120583,Upper Deardorff Creek Diversion Dam,John Day,Upper John Day,Grant,2011,2011
20120584,Lower Deardorff Creek Diversion,John Day,Upper John Day,Grant,2011,2011
20120585,Gleason Pump,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,2012,2012
20120586,Eder Brothers Pump,Willamette,Molalla-Pudding,Marion,2011,2011
20120587,"Staehely Diversion ""B""",Willamette,Middle Willamette,Clackamas,2011,2011
20120588,Staehely Diversion A,Willamette,Middle Willamette,Clackamas,2011,2011
20120589,Vandecoevering Pump,Willamette,Molalla-Pudding,Marion,2011,2011
20120590,Darren Houts Pump,Willamette,North Santiam,Marion,2011,2011
20120591,Forest Glen Jersey's Pump,Willamette,Yamhill,Yamhill,2012,2012
20120592,DeMartini Pump,Willamette,Molalla-Pudding,Clackamas,2011,2011
20120593,Travis Hill Pump,Willamette,Upper Willamette,Benton,2012,2012
20120594,Dillon Pump,Middle Columbia River Basin,Middle Columbia-Hood,Wasco,2011,2011
20120595,Dixie Creek #3,John Day,Upper John Day,Grant,2011,2011
20120596,Dad's Creek #1 - Voigt,John Day,Upper John Day,Grant,2011,2011
20120597,Dad's Creek #2 - Voigt,John Day,Upper John Day,Grant,2011,2011
20120598,Beech Creek 6A (Panama Ditch Barrier),John Day,Upper John Day,Grant,2011,2011
20120599,Upper SFK John Day River #7,John Day,Upper John Day,Grant,2011,2011
20120600,Cabin Creek-P.W. Schneider Wildlife Area,John Day,Upper John Day,Grant,2011,2011
20120601,Flat Creek-P.W. Schnieder Wildlife Area,John Day,Upper John Day,Grant,2011,2011
20120602,John Day River #58,John Day,Upper John Day,Grant,2011,2011
20120603,Canyon Creek-Kruse #1,John Day,Upper John Day,Grant,2011,2011
20120604,Rhea Creek - Glavey,Middle Columbia River Basin,Willow,Morrow,2011,2011
20120605,West Birch Creek-Hamby,Middle Columbia River Basin,Umatilla,Umatilla,2011,2011
20120606,Botts,Lower Snake,Wallowa,Wallowa,2011,2011
20120607,Bishop Ditch,Southern Oregon Coastal,Applegate,Jackson,2011,2011
20120608,Piggott,Southern Oregon Coastal,Lower Rogue,Josephine,2011,2011
20120609,Dole,Southern Oregon Coastal,Upper Rogue,Jackson,2011,2011
20120610,Newfield Pump,Southern Oregon Coastal,Umpqua,Douglas,2012,2012
20120611,Byle,Southern Oregon Coastal,Umpqua,Douglas,2011,2011
20120612,Jerry Smith #2,Southern Oregon Coastal,Coquille,Coos,2011,2011
20120613,Marsh #2 Pump,Southern Oregon Coastal,Sixes,Curry,2011,2011
20120614,Marsh #3 Pump,Southern Oregon Coastal,Sixes,Curry,2011,2011
20120615,King Ranch #3,Southern Oregon Coastal,Coquille,Coos,2011,2011
20120616,King Ranch #4,Southern Oregon Coastal,Coquille,Coos,2011,2011
20120617,South Kelly Timber Sale No. 341-10-33,Southern Oregon Coastal,Coos,Coos,2011,2012
20120618,Jackson Double Spring & Habitat Restoration,Deschutes River Basin,Lower Crooked,Crook,2010,2012
20120619,Mohawk 2510,Willamette,Upper Willamette,Linn,2012,2012
20120620,Mohawk 2231,Willamette,McKenzie,Lane,2012,2013
20120621,Mohawk 2420 /2431,Willamette,Upper Willamette,Linn,2012,2012
20120622,Wendling 15037 / Finn 1030,Willamette,McKenzie,Lane,2012,2012
20120623,Wendling 5030 / 5015,Willamette,McKenzie,Lane,2012,2012
20120624,Wend 14034 / Finn 1020,Willamette,McKenzie,Lane,2012,2012
20120625,Wend 14060 / Finn 1010,Willamette,McKenzie,Lane,2012,2012
20120626,Nasty Nebo,Willamette,McKenzie,Lane,2012,2012
20120627,Gate Cr. 130 / 134,Willamette,McKenzie,Lane,2012,2012
20120628,Finn Cr. 1071,Willamette,McKenzie,Lane,2012,2013
20120629,Gate Cr. 65,Willamette,McKenzie,Lane,2011,2012
20120630,Calapooia 701 / 700,Willamette,Upper Willamette,Linn,2012,2012
20120631,Wend 1130 / 1200,Willamette,McKenzie,Lane,2012,2012
20120632,Green Mt. 1200 WRMI,Willamette,Upper Willamette,Linn,2012,2012
20120633,Green Mt. 1200,Willamette,Upper Willamette,Linn,2012,2012
20120634,Gate Divide,Willamette,McKenzie,Lane,2012,2012
20120635,Vida Blue,Willamette,McKenzie,Lane,2012,2012
20120636,Finn Cr. 1010A,Willamette,McKenzie,Lane,2012,2012
20120637,Mohawk 2800 / 2300,Willamette,McKenzie,Lane,2012,2013
20120638,Bunker Hill / Wend 1019,Willamette,McKenzie,Lane,2012,2013
20120639,East Regional Park Enhancement Project,Willamette,Coast Fork Willamette,Lane,2009,2012
20120640,North Fork Molalla River Habitat Improvement,Willamette,Molalla-Pudding,Clackamas,2012,2013
20120641,Crooked Cr. 400 / 430,Willamette,McKenzie,Linn,2012,2012
20120642,Ewing Strip,Willamette,McKenzie,Linn,2012,2012
20120643,Small Boiler,Willamette,McKenzie,Lane,2012,2012
20120644,Camp Cr. 700,Willamette,McKenzie,Lane,2012,2012
20120645,McGowan 800 / 900A,Willamette,McKenzie,Lane,2012,2012
20120646,Big Buck,Willamette,McKenzie,Lane,2012,2012
20120647,Donaldson Creek Wood and Riparian,Southern Oregon Coastal,Sixes,Curry,2011,2013
20120648,Road 2115-122 Repair,Willamette,Middle Fork Willamette,Lane,2012,2012
20120649,Road 2110-121 Repair,Willamette,Middle Fork Willamette,Lane,2012,2012
20120650,Road 2106-115 Repair,Willamette,Middle Fork Willamette,Lane,2012,2012
20120651,Road 2106-124 Repair,Willamette,Middle Fork Willamette,Lane,2012,2012
20120652,Road 2106-107 Repair,Willamette,Middle Fork Willamette,Lane,2012,2012
20120653,Road 2115-124 Repair,Willamette,Middle Fork Willamette,Lane,2012,2012
20120654,Road 22-7-2.3 Repair,Southern Oregon Coastal,Umpqua,Lane,2012,2012
20120655,Little Tom Folly Project,Southern Oregon Coastal,Umpqua,Douglas,2012,2012
20120656,N Fk Tom Folly Project,Southern Oregon Coastal,Umpqua,Douglas,2012,2012
20120657,Summit Ck Repair,Southern Oregon Coastal,Umpqua,Douglas,2012,2012
20120658,Brush Creek Restoration Phase 1,Southern Oregon Coastal,Umpqua,Douglas,2012,2012
20120659,Rudio Creek Ranch Habitat Restoration,John Day,North Fork John Day,Grant,2012,2012
20120660,Buena Vista,Northern Oregon Coastal,Nehalem,Clatsop,2012,2012
20120661,South Nic Part Deux,Lower Columbia River,Lower Columbia,Clatsop,2012,2012
20120662,Scratchit View,Northern Oregon Coastal,Nehalem,Clatsop,2012,2012
20120663,Green Giant,Northern Oregon Coastal,Nehalem,Clatsop,2012,2012
20120664,Hopin Boulder,Northern Oregon Coastal,Nehalem,Clatsop,2012,2012
20120665,Fertile Davis Thinning,Lower Columbia River,Lower Columbia,Clatsop,2012,2012
20120666,Haggis Hunt,Lower Columbia River,Lower Columbia,Clatsop,2011,2011
20120667,Lions Lair,Northern Oregon Coastal,Nehalem,Clatsop,2012,2012
20120668,Moore Mullenbach,Northern Oregon Coastal,Nehalem,Clatsop,2012,2012
20120669,Sagar the Horrible,Northern Oregon Coastal,Nehalem,Clatsop,2012,2012
20120670,Ice Box,Lower Columbia River,Lower Columbia,Clatsop,2012,2012
20120671,Puma Punch,Northern Oregon Coastal,Nehalem,Clatsop,2011,2011
20120672,Stone Soup,Northern Oregon Coastal,Nehalem,Clatsop,2011,2012
20120673,White Noise,Lower Columbia River,Lower Columbia,Clatsop,2012,2012
20120674,Foster's 40,Northern Oregon Coastal,Nehalem,Clatsop,2012,2012
20120675,East Side Combination,Lower Columbia River,Lower Columbia-Clatskanie,Clatsop,2011,2012
20120676,Sprague's Stump,Northern Oregon Coastal,Nehalem,Clatsop,2010,2011
20120677,Wallhanger,Lower Columbia River,Lower Columbia,Clatsop,2010,2011
20120678,Winslow,Northern Oregon Coastal,Nehalem,Clatsop,2010,2011
20120679,Mombo Combo,Northern Oregon Coastal,Nehalem,Clatsop,2010,2011
20120680,Modified Green,Lower Columbia River,Lower Columbia,Clatsop,2010,2010
20120681,Devils Lake Fork Wilson River Bridge Installation,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,2012,2012
20120682,Jack Creek Pipe Replacement,Willamette,South Santiam,Linn,2012,2012
20120683,Skillings Compost Facility,Willamette,Upper Willamette,Benton,2013,2013
20120684,Fir Ridge Holstein Farm Roof Run-off Management,Willamette,South Santiam,Linn,2012,2013
20120685,Piatt Creek Culvert,Northern Oregon Coastal,Nehalem,Tillamook,2012,2012
20120686,Signal Tree 29,Southern Oregon Coastal,Coquille,Coos,2011,2011
20120687,Reilly Place Spring Development,John Day,Lower John Day,Gilliam,2012,2013
20120688,Upper Rock Cr. 30 NE,Southern Oregon Coastal,Coquille,Coos,2011,2011
20120689,Reston 4-10,Southern Oregon Coastal,Coquille,Douglas,2010,2011
20120690,Reston 28-10,Southern Oregon Coastal,Coquille,Douglas,2010,2011
20120691,Elk Cr. 26,Southern Oregon Coastal,Coquille,Coos,2011,2011
20120692,Bravo Offstream Watering,Southern Oregon Coastal,Chetco,Curry,2011,2013
20120693,Stillman Ditch Piping Efficiency,Middle Columbia River Basin,Walla Walla,Umatilla,2011,2013
20120694,Calvin 12,Southern Oregon Coastal,Sixes,"^Coos, Curry",2011,2012
20120695,Deans Alder 24,Southern Oregon Coastal,Sixes,"^Coos, Curry",2011,2012
20120696,Moon Mt 14,Southern Oregon Coastal,Sixes,"^Coos, Curry",2012,2012
20120697,Middle Rusty 15,Southern Oregon Coastal,Sixes,"^Coos, Curry",2012,2012
20120698,Ragsdale Upland Watershed Improvement,John Day,North Fork John Day,Grant,2012,2013
20120699,Jordan Creek Fish Passage Enhancement,Willamette,Upper Willamette,Lane,2011,2012
20120700,Upper Owens Creek Fish Passage and Instream Habitat Enhancement,Willamette,Upper Willamette,Lane,2011,2012
20120701,Ferguson and Eber Creek Invasives Control and Livestock Water,Willamette,Upper Willamette,Lane,2011,2012
20120702,Ferguson Creek Invasives Removal,Willamette,Upper Willamette,Lane,2011,2012
20120703,South Fork Ferguson Tributary Fish Passage Enhancement,Willamette,Upper Willamette,Lane,2011,2012
20120704,Aumack Fall Creek Riparian,Willamette,Middle Fork Willamette,Lane,2011,2013
20120705,Brummit 28-11,Southern Oregon Coastal,Coquille,Coos,2011,2011
20120706,Brummit Cr. 28,Southern Oregon Coastal,Coquille,Coos,2010,2011
20120707,Big Cr. 30-10,Southern Oregon Coastal,Coquille,Coos,2010,2011
20120708,Elk Cr. 32,Southern Oregon Coastal,Coquille,Coos,2010,2011
20120709,Elk Cr. 19-10,Southern Oregon Coastal,Coquille,Coos,2010,2011
20120710,Luckiamute Landing Restoration,Willamette,Upper Willamette,"^Benton, Polk",2010,2013
20120711,Tower Pasture Livestock Water,Middle Columbia River Basin,Umatilla,Morrow,2013,2013
20120712,Otter Point Restoration,Lower Columbia River,Lower Columbia,Clatsop,2010,2012
20120713,Welp Pasture Management Fence,John Day,Lower John Day,Gilliam,2012,2013
20120714,Wilson Creek Large Wood Placement,Southern Oregon Coastal,Coos,Douglas,2010,2010
20120715,Williams River Sediment Reduction Phase I,Southern Oregon Coastal,Coos,"^Coos, Douglas",2011,2011
20120716,Williams River Sediment Reduction Phase II,Southern Oregon Coastal,Coos,Douglas,2012,2012
20120717,Lower Crooked River Fish Passage and Protection Program Phase 2 (People's Ditch Screen),Deschutes River Basin,Lower Crooked,Crook,2009,2013
20120718,Pixieland Phase I - Riparian Planting,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,2010,2011
20120719,Cluster Water Quality Improvement,Middle Snake,Lower Owyhee,Malheur,2013,2013
20120720,Siletz Tidal Salt Marsh Connectivity and Fish Passage,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,2012,2013
20120721,Rolfe Upland Erosion Control,Deschutes River Basin,Lower Deschutes,Sherman,2011,2013
20120722,McKay Creek Fish Passage -- Phase IV,Deschutes River Basin,Lower Crooked,Crook,2013,2013
20120723,Sucker Creek Channel and Floodplain Restoration--Phase 2A,Southern Oregon Coastal,Illinois,Josephine,2012,2012
20120724,Deer Creek Orchards--Lea Project,Southern Oregon Coastal,Illinois,Josephine,2012,2012
20120725,Shepherd Ranch CREP Project,Southern Oregon Coastal,Umpqua,Douglas,2012,2013
20120726,Upper Walla Walla River Irrigation Efficiency,Middle Columbia River Basin,Walla Walla,Umatilla,2010,2012
20120727,Chapman Fencing Project,Klamath,Lost,Klamath,2011,2013
20120728,Willamette River and Johnson Creek Confluence Salmon Habitat Improvement,Willamette,Lower Willamette,Clackamas,2008,2013
20120729,Fetter Riparian Restoration,Northern Oregon Coastal,Siuslaw,Lane,2012,2013
20120730,Central Vale Irrigation Improvement Project,Middle Columbia River Basin,Middle Columbia-Hood,Hood River,2012,2013
20120731,Mason Flats Wetland Enhancement,Willamette,Lower Willamette,Multnomah,2013,2013
20120732,Bull Run River Spawning Gravel Placement,Lower Columbia River,Lower Columbia-Sandy,Clackamas,2010,2013
20120733,Nishimoto Irrigation Improvement Project,Middle Columbia River Basin,Middle Columbia-Hood,Hood River,2012,2013
20120734,Umpqua Bank Stabilization Using Willows,Southern Oregon Coastal,Umpqua,Douglas,2010,2012
20120735,Richmond Upland Improvement,John Day,Lower John Day,Wheeler,2010,2012
20120736,Sweets Riparian Planting,Northern Oregon Coastal,Siuslaw,Lane,2011,2013
20120737,213-5022 Ridgeline Water Quality Improvement,Middle Snake,Lower Owyhee,Malheur,2012,2012
20120738,Blackjack Irrigation and Sediment Control,Middle Snake,Middle Snake-Succor,Malheur,2010,2013
20120739,Holmes Upland Conservation Structures,John Day,Lower John Day,Sherman,2013,2013
20120740,Milton Creek Enhancement Project,Willamette,Lower Willamette,Columbia,2011,2013
20120741,Miller Water Quality Improvement,Middle Snake,Middle Snake-Succor,Malheur,2013,2013
20120742,Arena Valley Water Quality Improvement,Middle Snake,Middle Snake-Succor,Malheur,2013,2013
20120743,Newell Water Quality Improvement,Middle Snake,Lower Owyhee,Malheur,2012,2013
20120744,Hooper Rain Water Harvest Project,Northern Oregon Coastal,Siletz-Yaquina,Lincoln,2012,2013
20120745,Calapooia-Santiam Regional Riparian Restoration,Willamette,Upper Willamette,Linn,2011,2012
20120746,Calapooia-Santiam Regional Riparian Restoration (South Santiam),Willamette,South Santiam,Linn,2011,2012
20120747,Calapooia-Santiam Regional Riparian Restoration (North Santiam),Willamette,North Santiam,"^Linn, Marion",2011,2012
20120748,Hawkins Pivot Upgrade,Klamath,Lost,Klamath,2011,2013
20120749,Greenfield Elimination of Irrigation Runoff,Middle Snake,Willow,Malheur,2012,2013
20120750,Lower Williamson Streambank Protection,Klamath,Upper Klamath Lake,Klamath,2012,2013
20120751,Alkali Creek Water Quality Enhancement,Middle Snake,Middle Snake-Succor,Malheur,2010,2013
20120752,City of Lostine Passage,Lower Snake,Wallowa,Wallowa,2012,2012
20120753,Valsetz Dam Removal,Northern Oregon Coastal,Siletz-Yaquina,Polk,2012,2012
20120755,South Fork Necanicum Fish Passage Improvement Project (Peterson Point Screen),Northern Oregon Coastal,Necanicum,Clatsop,2012,2013
20120756,Jackson Creek Diversion,Northern Oregon Coastal,Wilson-Trask-Nestucca,Tillamook,2012,2012
20120757,Smallman Creek Pump,Willamette,North Santiam,Linn,2012,2012
20120758,Golden Valley Farms,Willamette,Middle Willamette,Polk,2011,2011
20120759,Christensen Pump #2,Willamette,Yamhill,Yamhill,2012,2012
20120760,Lowell School Pump,Willamette,Middle Fork Willamette,Lane,2012,2012
20120761,Kuenzi Pump,Willamette,Molalla-Pudding,Marion,2012,2012
20120762,Queener Irrigation Pumpsite,Willamette,North Santiam,Linn,2012,2012
20120763,Butler Farms #5,Willamette,North Santiam,Marion,2012,2012
20120764,Butler Farms #6 T.C.,Willamette,North Santiam,Marion,2012,2012
20120765,Butler Farms #7 TC,Willamette,Middle Willamette,Marion,2012,2012
20120766,Butler Farms #8 TC,Willamette,Middle Willamette,Marion,2012,2012
20120767,Butler Farms #9 TC,Willamette,Middle Willamette,Marion,2012,2012
20120768,Montecucco Farms Pump,Willamette,Molalla-Pudding,Clackamas,2012,2012
20120769,Jim Johnson Pump,Willamette,North Santiam,Marion,2012,2012
20120770,Miller Forests Pump,Willamette,Middle Willamette,Marion,2012,2012
20120771,Boring Fire Dept. Pump,Willamette,Clackamas,Clackamas,2012,2012
20120772,Lulay Farms T.C. #1,Willamette,Middle Willamette,Marion,2012,2012
20120773,Lulay Farms TC #2,Willamette,Middle Willamette,Marion,2012,2012
20120774,Lulay Farms TC #3,Willamette,Middle Willamette,Marion,2012,2012
20120775,Lulay Farms TC #4,Willamette,Middle Willamette,Marion,2012,2012
20120776,Lulay Farms TC #5,Willamette,Middle Willamette,Marion,2012,2012
20120777,Star Mooring Pump,Willamette,Middle Willamette,Yamhill,2012,2012
20120778,Gathering Together Pump,Willamette,Upper Willamette,Benton,2012,2012
20120779,Blue Heron TC,Willamette,Middle Willamette,Polk,2012,2012
20120780,Crooked River Central Screen,Deschutes River Basin,Lower Crooked,Crook,2013,2013
20120781,Les Schwab Tax Credit,Deschutes River Basin,Upper Crooked,Crook,2011,2011
20120782,McDonald Pump,Deschutes River Basin,Trout,Jefferson,2012,2012
20120783,Dow Ranch Pump T.C.,Deschutes River Basin,Upper Crooked,Crook,2012,2012
20120784,Eddington Ditch,John Day,Upper John Day,Grant,2012,2012
20120785,Little Indian Creek,John Day,Upper John Day,Grant,2012,2012
20120786,Laycock Creek-Forcier,John Day,Upper John Day,Grant,2012,2012
20120787,Hanscombe Creek-Forcier,John Day,Upper John Day,Grant,2012,2012
20120788,Bear Creek-Langer #2,John Day,Lower John Day,Crook,2012,2012
20120789,JDR-Carter #1,John Day,Upper John Day,Grant,2012,2012
20120790,Rock Creek # 7-Vanier,John Day,Upper John Day,Wheeler,2011,2011
20120791,Mac Creek-Marx #1,John Day,Upper John Day,Wheeler,2012,2012
20120792,Mac Creek-Marx #3,John Day,Upper John Day,Wheeler,2012,2012
20120793,Dads Creek- Voigt #1,John Day,Upper John Day,Grant,2012,2012
20120794,Dads Creek- Pat Voigt #2,John Day,Upper John Day,Grant,2012,2012
20120795,Nelson Creek- White Butte Ranch,John Day,Lower John Day,Wheeler,2012,2012
20120796,NFJDR- Harvey Pump Screen,John Day,North Fork John Day,Grant,2012,2012
20120797,JDR- Boise-pump screen,John Day,Lower John Day,Wheeler,2012,2012
20120798,Butte Creek- Wilson Ranch Pump #2,John Day,Lower John Day,Wheeler,2012,2012
20120799,Butte Creek- Wilson Ranch pump #3,John Day,Lower John Day,Wheeler,2012,2012
20120800,Butte Creek- Wilson Farms- pump,John Day,Lower John Day,Wheeler,2012,2012
20120801,JDR- Auxier #2 pump,John Day,Upper John Day,Grant,2012,2012
20120802,Alder Creek- Slifer (pump),John Day,Lower John Day,Wheeler,2012,2012
20120803,Big Bottom Ranch,John Day,Lower John Day,Wheeler,2012,2012
20120804,Birch Creek-Hoeft,Middle Columbia River Basin,Umatilla,Umatilla,2012,2012
20120805,Birch Creek-Garton,Middle Columbia River Basin,Umatilla,Umatilla,2012,2012
20120806,E. Birch Creek- Weinke Pump #1,Middle Columbia River Basin,Umatilla,Umatilla,2012,2012
20120807,E. Birch Creek- Weinke pump #2,Middle Columbia River Basin,Umatilla,Umatilla,2012,2012
20120808,Little Creek Screen - South,Lower Snake,Upper Grande Ronde,Union,2012,2012
20120809,Little Creek Screen - North,Lower Snake,Upper Grande Ronde,Union,2012,2012
20120810,Kirby- Catherine Creek- pump,Lower Snake,Upper Grande Ronde,Union,2012,2012
20120811,Karlen- Grande Ronde- pump,Lower Snake,Upper Grande Ronde,Union,2012,2012
20120812,Bingaman- Willow Creek- pump,Lower Snake,Upper Grande Ronde,Union,2012,2012
20120813,Houston Ditch,Southern Oregon Coastal,Applegate,Jackson,2012,2012
