,PROJNUM,Participants
18146,20180265,"Linn SWCD, Nyseth Farms, OWEB"
18147,20180266,"Wasco SWCD, Private Landowner, OWEB"
18148,20180267,"Linn SWCD, Ryan Cheeke Farms, OWEB"
18149,20180268,"Tualatin River Watershed Council , Clean Water Services , OWEB, Bureau of Reclamation, Howell Tree farm, Private Landowner, Private Landowner"
18150,20180269,"Grant SWCD, OWEB, ODFW, BLM, Confederated Tribes of Warm Springs Reservation, Private Landowner, ODFW, ODFW"
18151,20180270,Roseburg Resources Co.
18152,20180271,Roseburg Resources Co.
18153,20180272,Roseburg Resources Co.
18154,20180273,Roseburg Resources Co.
18155,20180274,Roseburg Resources Co.
18156,20180275,Roseburg Resources Co.
18157,20180276,Roseburg Resources Co.
18158,20180277,"Linn SWCD, OWEB, Powell Farms"
18159,20180278,Roseburg Resources Co.
18160,20180279,Roseburg Resources Co.
18161,20180280,Roseburg Resources Co.
18162,20180281,Roseburg Resources Co.
18163,20180282,Roseburg Resources Co.
18164,20180283,Roseburg Resources Co.
18165,20180284,Roseburg Resources Co.
18166,20180285,Roseburg Resources Co.
18167,20180286,Roseburg Resources Co.
18168,20180287,Roseburg Resources Co.
18169,20180288,Roseburg Resources Co.
18170,20180289,Roseburg Resources Co.
18171,20180290,Roseburg Resources Co.
18172,20180291,Roseburg Resources Co.
18173,20180292,Roseburg Resources Co.
18174,20180293,Roseburg Resources Co.
18175,20180294,Roseburg Resources Co.
18176,20180295,Roseburg Resources Co.
18177,20180296,Roseburg Resources Co.
18178,20180297,Roseburg Resources Co.
18179,20180298,Roseburg Resources Co.
18180,20180299,Roseburg Resources Co.
18181,20180300,Roseburg Resources Co.
18182,20180301,Roseburg Resources Co.
18183,20180302,Roseburg Resources Co.
18184,20180303,Roseburg Resources Co.
18185,20180304,Roseburg Resources Co.
18186,20180305,Roseburg Resources Co.
18187,20180306,Roseburg Resources Co.
18188,20180307,Roseburg Resources Co.
18189,20180308,Roseburg Resources Co.
18190,20180309,Roseburg Resources Co.
18191,20180310,Roseburg Resources Co.
18192,20180311,Roseburg Resources Co.
18193,20180312,Roseburg Resources Co.
18194,20180313,Roseburg Resources Co.
18195,20180314,Roseburg Resources Co.
18196,20180315,Roseburg Resources Co.
18197,20180316,Roseburg Resources Co.
18198,20180317,Roseburg Resources Co.
18199,20180318,Roseburg Resources Co.
18200,20180319,Roseburg Resources Co.
18201,20180320,Roseburg Resources Co.
18202,20180321,Roseburg Resources Co.
18203,20180322,Roseburg Resources Co.
18204,20180323,Roseburg Resources Co.
18205,20180324,Roseburg Resources Co.
18206,20180325,Roseburg Resources Co.
18207,20180326,Roseburg Resources Co.
18208,20180327,Roseburg Resources Co.
18209,20180328,Roseburg Resources Co.
18210,20180329,Roseburg Resources Co.
18211,20180330,Roseburg Resources Co.
18212,20180331,Roseburg Resources Co.
18213,20180332,Roseburg Resources Co.
18214,20180333,Roseburg Resources Co.
18215,20180334,Roseburg Resources Co.
18216,20180335,Roseburg Resources Co.
18217,20180336,Roseburg Resources Co.
18218,20180337,Roseburg Resources Co.
18219,20180338,Roseburg Resources Co.
18220,20180339,Roseburg Resources Co.
18221,20180340,Roseburg Resources Co.
18222,20180341,Roseburg Resources Co.
18223,20180342,Roseburg Resources Co.
18224,20180343,Roseburg Resources Co.
18225,20180344,Roseburg Resources Co.
18226,20180345,Mount Scott Holding Company
18227,20180346,Mount Scott Holding Company
18228,20180347,Mount Scott Holding Company
18229,20180348,Mount Scott Holding Company
18230,20180350,Mount Scott Holding Company
18231,20180351,Mount Scott Holding Company
18232,20180352,Roseburg Resources Co.
18233,20180353,Roseburg Resources Co.
18234,20180354,Roseburg Resources Co.
18235,20180355,Roseburg Resources Co.
18236,20180356,Roseburg Resources Co.
18237,20180357,"South Fork John Day Watershed Council, OWEB, Rocking Nine Ranch, Izee Ranch"
18238,20180358,Roseburg Resources Co.
18239,20180359,Roseburg Resources Co.
18240,20180360,Roseburg Resources Co.
18241,20180361,Roseburg Resources Co.
18242,20180362,Roseburg Resources Co.
18243,20180363,Roseburg Resources Co.
18244,20180364,Roseburg Resources Co.
18245,20180365,Roseburg Resources Co.
18246,20180366,Roseburg Resources Co.
18247,20180367,Roseburg Resources Co.
18248,20180368,Roseburg Resources Co.
18249,20180369,Roseburg Resources Co.
18250,20180370,Roseburg Resources Co.
18251,20180371,Roseburg Resources Co.
18252,20180372,Roseburg Resources Co.
18253,20180373,Roseburg Resources Co.
18254,20180374,Roseburg Resources Co.
18255,20180375,Roseburg Resources Co.
18256,20180376,Roseburg Resources Co.
18257,20180377,Roseburg Resources Co.
18258,20180378,Roseburg Resources Co.
18259,20180379,Roseburg Resources Co.
18260,20180380,Roseburg Resources Co.
18261,20180382,Roseburg Resources Co.
18262,20180383,Roseburg Resources Co.
18263,20180384,Roseburg Resources Co.
18264,20180385,Roseburg Resources Co.
18265,20180386,Roseburg Resources Co.
18266,20180387,Roseburg Resources Co.
18267,20180388,Roseburg Resources Co.
18268,20180389,Roseburg Resources Co.
18269,20180390,Roseburg Resources Co.
18270,20180391,Roseburg Resources Co.
18271,20180392,Roseburg Resources Co.
18272,20180393,Roseburg Resources Co.
18273,20180394,Roseburg Resources Co.
18274,20180395,Roseburg Resources Co.
18275,20180396,Roseburg Resources Co.
18276,20180397,Roseburg Resources Co.
18277,20180398,Roseburg Resources Co.
18278,20180399,Roseburg Resources Co.
18279,20180400,Roseburg Resources Co.
18280,20180401,Roseburg Resources Co.
18281,20180402,Roseburg Resources Co.
18282,20180403,"Polk SWCD, Zena Forest LLC, OWEB"
18283,20180404,Roseburg Resources Co.
18284,20180405,Roseburg Resources Co.
18285,20180406,Roseburg Resources Co.
18286,20180407,Roseburg Resources Co.
18287,20180408,Roseburg Resources Co.
18288,20180409,Roseburg Resources Co.
18289,20180410,"Grant SWCD, North Fork John Day Watershed Council, OWEB, Private Landowner, Private Landowner, Private Landowner, Private Landowner, Private Landowner, Private Landowner, Private Landowner, Private Landowner, Private Landowner"
18290,20180411,"Private Landowner, Jefferson SWCD, OWEB"
18291,20180412,"Lake County Umbrella Watershed Council , Private Landowner, OWEB"
18292,20180413,"BLM, Coos Watershed Association, OWEB, BLM, Blue Ridge Timber Cutting, ODFW, USFWS"
18293,20180414,"Nestucca, Neskowin & Sand Lake Watersheds Council, OWEB, DEQ, Private Landowner, Private Landowner, Tillamook SWCD, Northwest Oregon Restoration Partnership"
18294,20180415,"Malheur SWCD, OWEB, Private Landowner"
18295,20180416,"ODFW, Private Landowner, OWEB, Grande Ronde Model Watershed"
18296,20180417,"OWEB, Institute for Applied Ecology, McKenzie River Trust, NRCS, USFWS"
18297,20180418,"OWEB, Institute for Applied Ecology, NRCS, Green Spring Farms, USFWS"
18298,20180419,"OWEB, Institute for Applied Ecology, NRCS, Private Landowner, Heritage Seedlings, Inc., USFWS"
18299,20180420,"Sherman County Area Watershed Council, Sherman SWCD, OWEB, Private Landowner"
18300,20180421,"Jefferson SWCD, Rocker 3 Ranches, OWEB"
18301,20180422,"Crook SWCD, Crooked River Weed Management Area, ODF, NRCS, BLM, Private Landowner, Private Landowner, Private Landowner, USFWS, ODFW, OWEB"
18302,20180423,"Smith River Watershed Council, OWEB, Private Landowner, BLM"
18303,20180424,"OWEB , USFS, Pacific States Marine Fisheries Commission, McKenzie Watershed Alliance, McKenzie Watershed Council, ODFW, USFS"
18304,20180425,"OWEB, NRCS, ODFW, Private Landowner, Wheeler SWCD"
18305,20180426,"Lake County Umbrella Watershed Council, Private Landowner, USFS, USFS, USFS, OWEB"
18306,20180427,"OWEB, South Fork John Day Watershed Council, Private Landowner"
18307,20180428,"Umatilla County Weed Department, ODA, OWEB, USFS, Private Landowners"
18308,20180429,"Trout Unlimited, OWEB, USFS, ODFW, ODFW, ODFW, ODFW, ODFW"
18309,20180430,"Owyhee Irrigation District, OWEB, Owyhee Watershed Council"
18310,20180431,Seneca Jones Timber Company
18311,20180432,Seneca Jones Timber Company
18312,20180433,Seneca Jones Timber Company
18313,20180434,Seneca Jones Timber Company
18314,20180435,Seneca Jones Timber Company
18315,20180436,"Grant SWCD, OWEB, BPA, ODFW, USFS"
18316,20180437,"Grant SWCD, OWEB, BPA, ODFW, USFS"
18317,20180438,"Grant SWCD, OWEB, BPA, ODFW, USFS"
18318,20180439,"Trout Unlimited, Klamath Flycasters, ODFW, Private Landowner"
18319,20180440,"Tumalo Irrigation District, OWEB, Bureau of Reclamation, OWRD"
18320,20180441,"Upper Willamette SWCD, Private Landowner, OWEB"
18321,20180442,"Sandy River Basin Watershed Council, OWEB, East Multnomah SWCD, Mt. Hood Community College"
18322,20180443,"Columbia SWCD, ODFW, OWEB, NRCS, Hancock Forest Management"
18323,20180444,"OWEB, Wallowa Resources, Fence Creek Ranch, Triple V Ranch, Probert Ranch, USFS"
18324,20180445,"The Nature Conservancy, Krebs Wind, LLC, OWEB"
18325,20180446,Seneca Jones Timber Company
18326,20180447,Seneca Jones Timber Company
18327,20180448,Seneca Jones Timber Company
18328,20180449,"Polk SWCD, OWEB, Hancock Forest Management , Rickreall Watershed Council, USFWS, DEQ"
18329,20180450,"OWEB, Private Landowner, Owyhee Watershed Council"
18330,20180451,"South Santiam Watershed Council, OWEB, Farm Service Agency, Private Landowner, Private Landowner, Private Landowner, Calapooia Watershed Council, Calapooia Watershed Council, North Santiam Watershed Council, North Santiam Watershed Council, Bonneville Environmental Foundation, Linn SWCD, R Franco Restoration, Inc., Creekside Fence LLC"
18331,20180452,"South Santiam Watershed Council, OWEB, Private Landowner, Calapooia Watershed Council, Calapooia Watershed Council, North Santiam Watershed Council, North Santiam Watershed Council, Bonneville Environmental Foundation, R Franco Restoration, Inc., ODFW, Trask Design and Construction LLC, River Design Group, ODF, Meyer Memorial Trust"
18332,20180453,Seneca Jones Timber Company
18333,20180454,ODF
18334,20180455,ODF
18335,20180456,ODF
18336,20180457,"City of Portland, National Fish and Wildlife Foundation, OWEB, USFS, National Forest Foundation, National Forest Foundation, Pacific Power , The Freshwater Trust"
18337,20180458,"BLM, City of Portland, National Fish and Wildlife Foundation, OWEB, Pacific Power , The Freshwater Trust"
18338,20180459,"Deschutes River Conservancy, Three Sisters Irrigation District, OWEB, Portland General Electric, Bureau of Reclamation, Bonneville Environmental Foundation"
18339,20180460,"Deschutes River Conservancy, Three Sisters Irrigation District, OWEB, Portland General Electric, Bureau of Reclamation, National Fish and Wildlife Foundation"
18340,20180461,ODF
18341,20180462,ODF
18342,20180463,"OWEB, Private Landowner, Sherman County Area Watershed Council, Sherman SWCD"
18343,20180464,"USFS, South Coast Watershed Council, OWEB"
18344,20180465,"Coast Fork Willamette Watershed Council, Private Landowner, OWEB, Cottage Grove High School"
18345,20180466,"OWEB, Private Landowner, NRCS, Confederated Tribes of Warm Springs Reservation, Wheeler SWCD"
18346,20180467,"OWEB, Coos SWCD, ODFW, Private Landowner"
18347,20180468,"Ruby Peak Sprinkler Association, NRCS, OWEB, Wallowa SWCD"
18348,20180469,"Greenbelt Land Trust, OWEB, Center for Natural Lands Management"
18349,20180470,"Greenbelt Land Trust, OWEB, Center for Natural Lands Management, Private Landowner"
18350,20180471,"Partnership for the Umpqua Rivers, OWEB, ODFW, Private Landowner, Umpqua Fishery Enhancement Derby, Private Landowner"
18351,20180472,"OWEB, USFWS, ODFW, Private Landowner, Wheeler SWCD"
18352,20180473,ODF
18353,20180474,ODF
18354,20180475,ODF
18355,20180476,ODF
18356,20180477,ODF
18357,20180478,"ODF, ODF"
18358,20180479,"ODF, ODF"
18359,20180480,"Long Tom Watershed Council, OWEB, City of Eugene, One Tree Planted, 2fORM Architecture"
18360,20180481,"Union SWCD, Union SWCD, Private Landowner, Grande Ronde Model Watershed, ODFW, Confederated Tribes of the Umatilla Indian Reservation, OWEB, BPA"
18361,20180482,"Union County, ODA, USFS, USFS, OWEB, Tri-County Cooperative Weed Management Area, ODFW, Private Landowners (multiple)"
18362,20180483,"Long Tom Watershed Council, OWEB, Private Landowner, Meyer Memorial Trust, USFWS, Environmental Solutions LLC"
18363,20180484,"Long Tom Watershed Council, USFWS, Private Landowner, OWEB"
18364,20180485,"Upper Nehalem Watershed Council, OWEB, Private Landowner, DEQ, Vernonia High School"
18365,20180486,"OWEB, Northwest Oregon Restoration Partnership, MidCoast Watersheds Council, Private Landowner, Farm Service Agency"
18366,20180487,"ODFW, ODFW, ODFW, ODFW, ODFW"
18367,20180488,"ODFW, ODFW, ODFW, ODFW, Private Landowner, Murphy Creek Ditch Association"
18368,20180489,"ODFW, ODFW, Burns Paiute Tribe, BPA, Grant SWCD"
18369,20180490,"Verde, DEQ, City of Portland, Columbia Slough Watershed Council, Private Landowner, Private Landowner, Private Landowner, Private Landowner, Private Landowner, Private Landowner"
18370,20180491,ODF
18371,20180492,ODF
18372,20180493,"Confederated Tribes of Warm Springs Reservation, OWEB, USFS, Oregon Natural Desert Association, BPA"
18373,20180494,"OWEB, ODFW, Private Landowner, Private Landowner, Private Landowner, West Multnomah SWCD"
18374,20180495,"Sherman County Area Watershed Council, OWEB, Sherman SWCD, Private Landowner"
18375,20180496,"Horsefly Irrigation District, OWEB, Klamath SWCD, Private Landowner"
18376,20180497,"Nez Perce Tribe, Cross Country Canal, Grande Ronde Model Watershed, ODFW, Private Landowner"
18377,20180498,"OWEB, Volunteers Of America, City of Estacada, Clackamas River Basin Council"
18378,20180499,"OWEB, Private Landowner, Polk SWCD"
18379,20180500,"Clackamas River Basin Council, OWEB, Clackamas County Parks, Rivers of Life Center, Cascade Environmental Group, Earth Crusaders Nursery, Oregon State Marine Board"
18380,20180501,"South Santiam Watershed Council, OWEB, Farm Service Agency, Private Landowner, Calapooia Watershed Council, Calapooia Watershed Council, North Santiam Watershed Council, North Santiam Watershed Council, Bonneville Environmental Foundation, Linn SWCD, R Franco Restoration, Inc., ODFW, National Fish and Wildlife Foundation, Meyer Memorial Trust"
18381,20180502,"South Santiam Watershed Council, OWEB, Farm Service Agency, Private Landowner, Calapooia Watershed Council, Calapooia Watershed Council, North Santiam Watershed Council, North Santiam Watershed Council, Bonneville Environmental Foundation, Linn SWCD, R Franco Restoration, Inc., ODFW, National Fish and Wildlife Foundation, Meyer Memorial Trust"
18382,20180503,"OWEB, ODFW, NRCS, Private Landowner, Wheeler SWCD"
18383,20180504,"Upper Deschutes Watershed Council, USFS, OWEB, Pine Meadow Ranch, Portland General Electric, The Nature Conservancy, National Forest Foundation, Reser Family Foundation, Patagonia"
18384,20180505,"Partnership for the Umpqua Rivers, ODF, BLM, ODFW, OWEB"
18385,20180506,"Jack E. Cavender Trust, Monument SWCD, Confederated Tribes of Warm Springs Reservation, Confederated Tribes of Warm Springs Reservation, Confederated Tribes of Warm Springs Reservation, Confederated Tribes of Warm Springs Reservation, Confederated Tribes of Warm Springs Reservation, East Cascades Audubon Society, OWEB, ODFW, USFWS"
18386,20180507,"Umatilla SWCD, Private Landowner, OWEB"
18387,20180508,"Marys River Watershed Council, OWEB, Private Landowner, Bio-Surveys, LLC, Meyer Memorial Trust"
18388,20180509,"Crook SWCD, OWEB, Sabre Ridge Ranch"
18389,20180510,"Harney SWCD, OWEB, Private Landowner"
18390,20180511,"Yamhill SWCD, Private Landowner, OWEB"
18391,20180512,"Siuslaw SWCD, Private Landowner, NRCS, OWEB"
18392,20180513,"Tillamook Estuaries Partnership, OWEB, Jubitz Family Foundation, Oregon Youth Authority, BLM, Oregon Youth Authority Camp Tillamook, National Fish and Wildlife Foundation"
18393,20180514,"OWEB, Wasco SWCD, Private Landowner, ODFW"
18394,20180515,"Umatilla County Weed Department, Confederated Tribes of the Umatilla Indian Reservation, OWEB"
18395,20180516,"OWEB, USFS, South Umpqua Rural Community Partnership, Geos Institute, BLM"
18396,20180517,"Rogue River Watershed Council , Middle Rogue Steelheaders, Private Landowner, ODFW, Resources Legacy Fund, Rogue Basin Partnership, OWEB, ODFW"
18397,20180518,"OWEB, Baker Valley SWCD, Private Landowner"
18398,20180519,"BLM, Malheur County Weed Control Department, Private Landowners (multiple), ODA, OWEB"
18399,20180520,"ODFW, Sherman County Weed District, NRCS, Sherman SWCD, Wasco SWCD, OWEB, Lower Deschutes Cooperative Weed Management Area, Private Landowners, Oregon Parks & Recreation Department, Skamania County Noxious Weed Program, Staples, Play Clean GO"
18400,20180521,"Private Landowner, OWEB, Harney SWCD"
18401,20180522,"Skipanon Watershed Council, Private Landowner"
18402,20180523,"Burns Paiute Tribe, OWEB"
18403,20180524,"Sherman County Area Watershed Council, OWEB, Private Landowner, Sherman SWCD, NRCS"
18404,20180525,"Columbia SWCD, OWEB, Scappoose Bay Watershed Council, Scappoose School District, Ash Creek Forest Management, LLC, Private Landowners, Columbia County Parks & Recreation"
18405,20180526,"Gilliam-East John Day Watershed Council, OWEB, Private Landowners, Gilliam SWCD, NRCS, Gilliam County Weed Department"
18406,20180527,"Hancock Forest Management, Tri-County Cooperative Weed Management Area, ODA, OWEB, Private Landowners, Umatilla County Weed Control, USFS, Union County Weed Control, USFS"
18407,20180528,"Klamath Watershed Partnership, OWEB, Private Landowner"
18408,20180529,"Klamath Watershed Partnership, Private Landowner, OWEB"
18409,20180530,"OWEB, Baker Valley SWCD, Private Landowner"
18410,20180531,"Benton SWCD, Private Landowner, USFWS, ODFW, NRCS, OWEB"
18411,20180532,"OWEB, Confederated Tribes of Warm Springs Reservation, Wheeler SWCD, Private Landowner, ODFW, ODFW"
18412,20180533,"Private Landowner, OWEB, Confederated Tribes of Warm Springs Reservation, ODFW, Wheeler SWCD, ODFW"
18413,20180534,"Rogue River Watershed Council, Private Landowner, OWEB"
18414,20180535,"Tillamook Estuaries Partnership, OWEB, Tillamook SWCD, Private Landowner"
18415,20180536,"Lomakatsi Restoration Project, City of Ashland, The Nature Conservancy, USFS, OWEB"
18416,20180537,"Private Landowner, Applegate Partnership & Watershed Council, OWEB, BLM"
18417,20190001,"Tillamook SWCD, BLM, USFS, OWEB, Private Landowners"
18418,20190002,"Private Landowner, OWEB, Sherman County Area Watershed Council, Sherman SWCD"
18419,20190003,"City of Eugene, OWEB, Willamette Riverkeeper, Benton SWCD, Oregon Parks & Recreation Department"
18420,20190004,"Sherman County Area Watershed Council, Sherman SWCD, Private Landowner, OWEB"
18421,20190005,"Cultural & Ecological Enhancement Network, USFS, BLM, The Nature Conservancy, Illinois Valley Airport, Josephine County Cooperative Weed Management Area, OWEB, ODA"
18422,20190006,"Morrow SWCD, Gilliam SWCD, Malheur SWCD, Morrow County , ODA, Animal and Plant Health Inspection Service (APHIS), OWEB, Private Landowner"
18423,20190007,"BLM, OWEB, Harney SWCD"
18424,20190008,"Lake County Umbrella Watershed Council, Private Landowner, OWEB"
18425,20190009,"Clackamas SWCD, 4B Farms, LLC, Pudding River Watershed Council, OWEB"
18426,20190010,"Gilliam-East John Day Watershed Council, Private Landowner, Farm Service Agency , OWEB, Gilliam SWCD"
18427,20190011,"Morrow SWCD, Private Landowner, OWEB"
18428,20190012,"Gilliam-East John Day Watershed Council, OWEB, Farm Service Agency , Smith Family Farms, Gilliam SWCD"
18429,20190013,"OWEB, Harney SWCD, Private Landowner"
18430,20190014,"Walla Walla Basin Watershed Foundation, BPA, Roloff Farms, OWEB"
18431,20190015,"OWEB, Private Landowner, Malheur Watershed Council"
18432,20190016,"Lincoln County , OWEB"
18433,20190017,Weyerhaeuser Company
18434,20190018,"Wallowa SWCD, OWEB, Private Landowner"
18435,20190019,"Farm Service Agency, Private Landowner, Private Landowner, Wild Resources LLC, Crooked River Watershed Council, OWEB"
18436,20190020,"OWEB, Morrow County Weed Control, ODA, Morrow SWCD, Gar Aviation, Private Landowner, Private Landowner, Private Landowner, Private Landowner, Private Landowner, Private Landowner, Private Landowner, Private Landowner, Private Landowner"
18437,20190021,"Wallowa Resources, OWEB, BLM, USFS, Bowers Ranch, Shilo Ranch, Grouse Creek Ranch, Private Landowner, Private Landowner, Hancock Timber, Rials Ranch, Private Landowner, Birkmaier Ranch, Buhler Ranch, Bird Ranch, Schmekal Ranch- Water Canyon, Chesnimnus Creek Ranch"
18438,20190022,"Marion SWCD, LaFollette Berry Farm, OWEB"
18439,20190023,"OWEB, Gilliam SWCD, Gilliam-East John Day Watershed Council, Private Landowner, Gilliam County Weed Department, Columbia Basin Helicopters Inc."
18440,20190024,"Tri-County Cooperative Weed Management Area, BLM, ODA, OWEB, Private Landowners, USFS, ODFW, Baker County Weed Control"
18441,20190025,"Gilliam-East John Day Watershed Council, Gilliam SWCD, OWEB, Gilliam County Weed Department, Private Landowners"
18442,20190026,"Wallowa SWCD, OWEB, Private Landowner"
18443,20190027,"Private Landowner, OWEB, Malheur Watershed Council"
18444,20190028,"West Multnomah SWCD, Clean Water Services, City of Portland, City of Portland, Johnson Creek Watershed Council, OWEB"
18445,20190029,"West Multnomah SWCD, OWEB, Portland Parks & Recreation"
18446,20190030,"Grant County Road Department, OWEB, USFS, Private Landowner, NRCS, Grant County Weed Control, ODA, USFS"
18447,20190031,"Wallowa Resources, OWEB, Camp 9 Ranch, Buhler Ranch, Grouse Creek Ranch, BLM, Harshfield Ranch, Arriens Ranch, Magpie Ranch- Mike Hale, Triple V Ranch, Daggett Ranch"
18448,20190032,"Rogue Basin Partnership, The Freshwater Trust, Southern Oregon Land Conservancy, Oregon Parks & Recreation Department, BLM, Josephine County Cooperative Weed Management Area, Private Landowners (multiple), OWEB, City of Grants Pass, City of Gold Hill, Josephine County, Jackson County Cooperative Weed Management Area"
18449,20190033,"Institute for Applied Ecology, USFWS, OWEB, Crestmont Farm"
18450,20190034,"USFS, Malheur Watershed Council, OWEB"
18451,20190035,"Lake County Umbrella Watershed Council, USFWS, Ducks Unlimited, Inc., Private Landowner, OWEB"
18452,20190036,"ODF, DSL"
18453,20190037,"ODF, DSL"
18454,20190038,"ODF, DSL"
18455,20190039,"ODF, DSL"
18456,20190040,"Douglas SWCD, OWEB, Elk Creek Watershed Council, Private Landowners (multiple)"
18457,20190041,"Douglas SWCD, OWEB, Cow Creek Band of Umpqua Tribe of Indians, Elk Creek Watershed Council"
18458,20190042,"Lincoln County, OWEB"
18459,20190043,"OWEB, Umatilla SWCD, Private Landowner"
18460,20190044,"OWEB, USFWS, Polk SWCD, Rickreall Watershed Council, Boy Scouts of America"
18461,20190045,"Wallowa SWCD, OWEB, Private Landowner"
18462,20190046,"Wallowa SWCD, OWEB, Private Landowner"
18463,20190047,"OWEB, Hood River SWCD, Private Landowner"
18464,20190048,"South Slough National Estuarine Research Reserve, Oregon Parks & Recreation Department, Millicoma Middle School, OWEB, Coos Watershed Association"
18465,20190049,"Middle Deschutes Watershed Council, OWEB, Scabby Hollow Ranch , Jefferson SWCD, Oregon Natural Desert Association"
18466,20190050,"OWEB, ODA, Private Landowner, Private Landowner, Harney County"
18467,20190051,"Starker Forests, Inc. "
18468,20190052,"Starker Forests, Inc. "
18469,20190053,"Starker Forests, Inc. "
18470,20190054,"Starker Forests, Inc. "
18471,20190055,"Starker Forests, Inc. "
18472,20190056,"Starker Forests, Inc. "
18473,20190057,"OWEB, NOAA, Wheeler SWCD, Private Landowner, Wheeler SWCD"
18474,20190058,"OWEB, Benton SWCD, Private Landowner"
18475,20190059,"Tillamook Bay Watershed Council, OWEB, ODF, ODFW, Stimson Lumber Company"
18476,20190060,"OWEB, Harney SWCD, NRCS, Private Landowners (multiple), BLM"
18477,20190061,"Malheur Watershed Council, Private Landowner, OWEB"
18478,20190062,"Lower Rogue Watershed Council, OWEB, Curry SWCD, Private Landowner, Siskiyou Forestry, LLC."
18479,20190063,"BLM, Malheur County Weed Control Department, Private Landowners, ODA, OWEB"
18480,20190064,"OWEB, Long Tom Watershed Council, Thomson Family"
18481,20190065,"Private Landowner, OWEB, Long Tom Watershed Council, BLM"
18482,20190066,"Necanicum Watershed Council, North Coast Land Conservancy, Northwest Oregon Restoration Partnership, OWEB, Clatsop SWCD, North Coast Land Conservancy"
18483,20190067,"Benton SWCD, OWEB, Volunteers: OSU Dept. of Botany, Oregon Flora, Farmland LP, Oregon State University"
18484,20190068,"Grant SWCD, OWEB, Private Landowner, USFS, ODFW"
18485,20190069,"Wasco SWCD, Private Landowner, Wasco SWCD, OWEB"
18486,20190070,"Wallowa SWCD, OWEB, Dunham Ranch, ODF"
18487,20190071,"The Nature Conservancy, OWEB, Meyer Memorial Trust, BPA, USFWS, Oregon Department of Geology & Mineral Industries, Springfield Utility Board, EWEB, Tetra Tech, Ecotrust, NOAA"
18488,20190072,"OWEB, BLM, BLM, Siuslaw Watershed Council"
18489,20190073,"OWEB, Private Landowner, Polk SWCD"
18490,20190074,"Yamhill SWCD, OWEB, NRCS, City of McMinnville"
18491,20190075,"Yamhill SWCD, OWEB, NRCS, Yamhill County Public Works"
18492,20190076,"Tillamook Estuaries Partnership, OWEB, Private Landowner, Private Landowner, DEQ, Lower Nehalem Watershed Council"
18493,20190077,"White Clover Grange, Lower Nehalem Watershed Council, OWEB, Tillamook Estuaries Partnership, DEQ"
18494,20190078,"Tillamook County, DEQ, Tillamook Estuaries Partnership, City of Tillamook"
18495,20190079,"OWEB, North Fork John Day Watershed Council, USFS"
18496,20190080,"Vale Oregon Irrigation District, Malheur Watershed Council, OWEB"
18497,20190081,"Yamhill SWCD, Private Landowner, OWEB"
18498,20190082,"Private Landowner, OWEB, DEQ, Nestucca, Neskowin & Sand Lake Watersheds Council"
18499,20190083,"Private Landowner, OWEB, USFS, Nestucca, Neskowin & Sand Lake Watersheds Council, Tillamook SWCD"
18500,20190084,"Private Landowner, OWEB, DEQ, Nestucca, Neskowin & Sand Lake Watersheds Council, Tillamook Estuaries Partnership"
18501,20190085,"Private Landowner, DEQ, Nestucca, Neskowin & Sand Lake Watersheds Council"
18502,20190086,"Middle Fork Willamette Watershed Council, Springfield Utility Board, OWEB"
18503,20190087,"OWEB, McKenzie Watershed Alliance, Filacres LLC, EWEB"
18504,20190088,"OWEB, Central Oregon Irrigation District, Private Landowners (multiple), Crook SWCD"
18505,20190089,"Gilliam-East John Day Watershed Council, Gilliam SWCD, Private Landowner, OWEB"
18506,20190090,"OWEB, Gilliam-East John Day Watershed Council, Gilliam SWCD, Private Landowner"
18507,20190091,"OWEB, Gilliam-East John Day Watershed Council, Gilliam SWCD, Private Landowner"
18508,20190092,"BLM, Malheur Watershed Council, OWEB"
18509,20190093,"Marion SWCD, North Santiam Watershed Council, USFWS, Heritage Seedlings, Inc., Willamette Habitat Restoration, OWEB"
18510,20190094,"Scappoose Bay Watershed Council, OWEB, Weyerhaeuser Company, ODFW"
18511,20190095,"USFWS, Klamath Watershed Partnership, OWEB, Private Landowner"
18512,20190096,"Lake County Umbrella Watershed Council, USFWS, Private Landowner, OWEB"
18513,20190097,"OWEB, Lake County Umbrella Watershed Council , USFWS, Private Landowner"
18514,20190098,"Upper Nehalem Watershed Council, ODFW, Weyerhaeuser Company, OWEB"
18515,20190099,"Siuslaw Watershed Council, USFS, OWEB"
18516,20190100,"Hood River SWCD, OWEB, Lage Orchards Inc."
18517,20190101,"Klamath SWCD, Private Landowner, OWEB"
18518,20190102,"OWEB, Private Landowner, Mid John Day-Bridge Creek Watershed Council"
18519,20190103,"USFS, USFWS, Tillamook County Public Works, Cascade Pacific RC&D, OWEB, Nestucca, Neskowin & Sand Lake Watersheds Council"
18520,20190104,"Owyhee Watershed Council, Private Landowner, OWEB"
18521,20190105,"Applegate Partnership, Inc., Private Landowner, OWEB"
18522,20190106,"Coos Watershed Association, Coos County, Coos County, OWEB"
18523,20190107,"North Clackamas Urban Watersheds Council, OWEB, Happy Valley Heights Homeowners Association, Friends of Trees, Bonneville Environmental Foundation, Mosaic Ecology, LLC"
18524,20190108,"Deschutes SWCD, Swalley Irrigation District, OWEB"
